39505 90 596 61 747 0.082
45100 9 81 8 98 0.082
12607 6 28 3 37 0.081
18010 8 494 44 546 0.081
40504 2 32 3 37 0.081
58315 8 26 3 37 0.081
41103 0 23 2 25 0.08
47712 72 742 71 885 0.08
51201 0 23 2 25 0.08
59007 0 149 13 162 0.08
59510 6 63 6 75 0.08
49602 3 55 5 63 0.079
31904 4 79 7 90 0.078
35105 13 153 14 180 0.078
39406 18 458 40 516 0.078
31705 28 32 5 65 0.077
43703 1 23 2 26 0.077
47211 1 11 1 13 0.077
48202 0 12 1 13 0.077
54314 16 104 10 130 0.077
54711 1 23 2 26 0.077
55710 72 398 39 509 0.077
58100 0 24 2 26 0.077
11103 110 363 39 512 0.076
23007 24 73 8 105 0.076
18001 5 81 7 93 0.075
31105 39 97 11 147 0.075
47815 18 871 72 961 0.075
52701 4 95 8 107 0.075
19200 31 698 58 787 0.074
50809 6 57 5 68 0.074
17904 18 172 15 205 0.073
21612 8 68 6 82 0.073
23315 19 70 7 96 0.073
35410 51 343 31 425 0.073
40306 10 410 33 453 0.073
42403 2 113 9 124 0.073
56313 0 51 4 55 0.073
59305 14 24 3 41 0.073
10515 2 166 13 181 0.072
26715 74 132 16 222 0.072
50912 22 133 12 167 0.072
45600 1 12 1 14 0.071
46907 0 13 1 14 0.071
47302 0 39 3 42 0.071
51000 24 396 32 452 0.071
52708 77 1177 96 1350 0.071
53205 0 13 1 14 0.071
56201 1 12 1 14 0.071
57411 1 51 4 56 0.071
10503 0 147 11 158 0.07
10709 170 452 47 669 0.07
28902 4 62 5 71 0.07
34206 0 80 6 86 0.07
16709 123 216 25 364 0.069
17602 36 580 46 662 0.069
23513 17 567 43 627 0.069
25314 3 24 2 29 0.069
29715 5 183 14 202 0.069
38210 92 805 66 963 0.069
45406 0 27 2 29 0.069
47107 8 155 12 175 0.069
51304 3 24 2 29 0.069
39015 15 408 31 454 0.068
21904 2 26 2 30 0.067
33601 3 11 1 15 0.067
34605 0 14 1 15 0.067
35803 328 1286 116 1730 0.067
54306 6 22 2 30 0.067
57401 0 14 1 15 0.067
15600 33 895 66 994 0.066
34302 38 260 21 319 0.066
23604 5 452 32 489 0.065
31006 5 153 11 169 0.065
33702 19 254 19 292 0.065
48213 13 30 3 46 0.065
52110 28 517 38 583 0.065
58805 29 419 31 479 0.065
11713 6 38 3 47 0.064
18115 4 40 3 47 0.064
18908 5 39 3 47 0.064
20001 12 32 3 47 0.064
21310 3 70 5 78 0.064
30301 7 493 34 534 0.064
51413 120 1433 106 1659 0.064
10800 18 71 6 95 0.063
14707 0 15 1 16 0.063
17114 6 9 1 16 0.063
17407 4 26 2 32 0.063
17804 3 27 2 32 0.063
23415 0 15 1 16 0.063
28609 0 30 2 32 0.063
28703 0 15 1 16 0.063
35102 16 44 4 64 0.063
45607 646 2633 222 3501 0.063
53108 18 175 13 206 0.063
53811 8 22 2 32 0.063
12010 21 650 44 715 0.062
15014 25 111 9 145 0.062
26700 163 1840 133 2136 0.062
45902 236 626 57 919 0.062
50304 115 1733 123 1971 0.062
13401 11 375 25 411 0.061
25614 9 68 5 82 0.061
29706 1 45 3 49 0.061
36611 100 1069 76 1245 0.061
39808 4 27 2 33 0.061
41005 21 102 8 131 0.061
42006 24 83 7 114 0.061
51004 0 46 3 49 0.061
56913 54 208 17 279 0.061
37407 16 62 5 83 0.06
40210 18 60 5 83 0.06
53702 141 1970 134 2245 0.06
59913 0 126 8 134 0.06
13510 0 16 1 17 0.059
20102 0 16 1 17 0.059
20812 2 14 1 17 0.059
28901 4 60 4 68 0.059
36415 3 61 4 68 0.059
37603 1 47 3 51 0.059
40406 4 28 2 34 0.059
40915 0 16 1 17 0.059
45503 171 1607 112 1890 0.059
47412 23 121 9 153 0.059
50511 5 59 4 68 0.059
54602 71 357 27 455 0.059
56310 39 424 29 492 0.059
38708 32 955 61 1048 0.058
38903 16 33 3 52 0.058
18012 6 94 6 106 0.057
25111 3 30 2 35 0.057
35703 0 66 4 70 0.057
44515 28 104 8 140 0.057
46912 33 149 11 193 0.057
52307 7 26 2 35 0.057
58410 6 77 5 88 0.057
17313 59 736 47 842 0.056
19413 2 115 7 124 0.056
23812 14 120 8 142 0.056
25408 5 63 4 72 0.056
29409 2 66 4 72 0.056
31709 0 17 1 18 0.056
34002 0 68 4 72 0.056
35114 40 212 15 267 0.056
39606 14 71 5 90 0.056
43711 26 75 6 107 0.056
53607 2 15 1 18 0.056
54202 32 52 5 89 0.056
54304 6 11 1 18 0.056
54310 11 23 2 36 0.056
56507 1 16 1 18 0.056
56509 145 1514 99 1758 0.056
59011 66 68 8 142 0.056
59801 5 12 1 18 0.056
11112 0 223 13 236 0.055
18801 14 259 16 289 0.055
32107 0 69 4 73 0.055
40909 5 116 7 128 0.055
45312 63 23 5 91 0.055
50713 46 228 16 290 0.055
52306 15 37 3 55 0.055
57710 26 216 14 256 0.055
12011 48 110 9 167 0.054
17507 11 24 2 37 0.054
20205 11 111 7 129 0.054
20208 23 64 5 92 0.054
25104 2596 3453 347 6396 0.054
26913 1 104 6 111 0.054
44101 7 81 5 93 0.054
48612 10 131 8 149 0.054
50307 17 123 8 148 0.054
11213 25 11 2 38 0.053
13105 26 436 26 488 0.053
15604 54 233 16 303 0.053
16313 0 18 1 19 0.053
17212 0 18 1 19 0.053
18009 38 493 30 561 0.053
24108 5 13 1 19 0.053
25912 77 616 39 732 0.053
31601 72 322 22 416 0.053
32008 284 426 40 750 0.053
33304 1 35 2 38 0.053
34514 16 250 15 281 0.053
35914 5 157 9 171 0.053
39110 42 638 38 718 0.053
45707 0 18 1 19 0.053
45904 1 35 2 38 0.053
51003 6 30 2 38 0.053
53002 8 596 34 638 0.053
59815 1 17 1 19 0.053
13309 10 100 6 116 0.052
19108 0 55 3 58 0.052
19208 0 55 3 58 0.052
25701 9 118 7 134 0.052
35512 61 228 16 305 0.052
41112 367 5691 332 6390 0.052
46410 28 45 4 77 0.052
53608 19 180 11 210 0.052
57012 5 68 4 77 0.052
25800 102 797 48 947 0.051
26709 3 71 4 78 0.051
29008 1 205 11 217 0.051
32509 14 189 11 214 0.051
37311 0 37 2 39 0.051
40603 0 37 2 39 0.051
55311 17 94 6 117 0.051
12908 5 52 3 60 0.05
17204 0 19 1 20 0.05
18810 1 18 1 20 0.05
21209 0 19 1 20 0.05
23006 12 295 16 323 0.05
27806 0 38 2 40 0.05
33510 176 898 57 1131 0.05
36705 12 429 23 464 0.05
37609 23 167 10 200 0.05
43500 27 312 18 357 0.05
55906 26 145 9 180 0.05
22712 22 115 7 144 0.049
23308 0 39 2 41 0.049
31912 53 490 28 571 0.049
33007 0 39 2 41 0.049
40805 9 358 19 386 0.049
43400 38 59 5 102 0.049
54008 33 163 10 206 0.049
15108 7 53 3 63 0.048
16400 51 146 10 207 0.048
23200 4 16 1 21 0.048
23515 147 665 41 853 0.048
28307 3 96 5 104 0.048
32001 1 19 1 21 0.048
35300 11 48 3 62 0.048
40501 2 18 1 21 0.048
42307 2 38 2 42 0.048
42709 5 75 4 84 0.048
49401 1 39 2 42 0.048
51810 186 1766 98 2050 0.048
54714 1 98 5 104 0.048
24012 134 579 35 748 0.047
25808 5 237 12 254 0.047
27012 17 310 16 343 0.047
27808 4 78 4 86 0.047
28906 0 81 4 85 0.047
36108 2 80 4 86 0.047
24402 1 124 6 131 0.046
27700 4 58 3 65 0.046
40706 108 306 20 434 0.046
42904 21 82 5 108 0.046
49304 31 115 7 153 0.046
49700 107 459 27 593 0.046
57104 64 1867 93 2024 0.046
10605 1 20 1 22 0.045
18805 13 29 2 44 0.045
21512 28 79 5 112 0.045
21707 9 140 7 156 0.045
22109 179 310 23 512 0.045
29810 33 580 29 642 0.045
30307 6 121 6 133 0.045
37403 1 20 1 22 0.045
39002 14 136 7 157 0.045
40213 23 62 4 89 0.045
45610 12 330 16 358 0.045
46403 47 549 28 624 0.045
48106 2 124 6 132 0.045
52007 0 21 1 22 0.045
53912 34 93 6 133 0.045
55305 4 17 1 22 0.045
56304 72 1113 56 1241 0.045
56611 0 63 3 66 0.045
15200 58 138 9 205 0.044
18102 26 232 12 270 0.044
18511 1 64 3 68 0.044
24802 40 156 9 205 0.044
31210 0 43 2 45 0.044
35211 50 103 7 160 0.044
43912 36 117 7 160 0.044
51714 4 39 2 45 0.044
57612 115 424 25 564 0.044
11305 1 111 5 117 0.043
25606 9 58 3 70 0.043
38110 0 22 1 23 0.043
44305 6 39 2 47 0.043
44902 0 22 1 23 0.043
48305 18 117 6 141 0.043
48309 2 42 2 46 0.043
49211 132 1393 68 1593 0.043
50512 41 49 4 94 0.043
52311 10 35 2 47 0.043
52805 3 19 1 23 0.043
53308 0 22 1 23 0.043
56014 3 19 1 23 0.043
57406 7 38 2 47 0.043
57811 0 44 2 46 0.043
12803 5 18 1 24 0.042
22312 0 69 3 72 0.042
22902 1 22 1 24 0.042
31215 1 22 1 24 0.042
36607 7 16 1 24 0.042
39800 1 45 2 48 0.042
48915 1 22 1 24 0.042
49902 19 208 10 237 0.042
56414 32 60 4 96 0.042
59901 0 92 4 96 0.042
12813 11 60 3 74 0.041
14610 0 47 2 49 0.041
31503 99 392 21 512 0.041
47702 4 43 2 49 0.041
52102 16 31 2 49 0.041
10808 3 69 3 75 0.04
11706 0 24 1 25 0.04
15112 34 184 9 227 0.04
21106 3 118 5 126 0.04
29111 5 91 4 100 0.04
38505 9 88 4 101 0.04
40605 1 94 4 99 0.04
41306 132 795 39 966 0.04
48813 135 2873 126 3134 0.04
53802 5 43 2 50 0.04
53910 50 93 6 149 0.04
54612 0 24 1 25 0.04
54800 0 121 5 126 0.04
58206 29 163 8 200 0.04
12411 8 334 14 356 0.039
14411 42 132 7 181 0.039
24315 0 73 3 76 0.039
27812 0 98 4 102 0.039
59710 36 238 11 285 0.039
13200 110 1968 81 2159 0.038
17512 0 25 1 26 0.038
18906 4 146 6 156 0.038
20902 6 221 9 236 0.038
22011 257 1161 56 1474 0.038
22811 0 225 9 234 0.038
23905 3 48 2 53 0.038
26705 250 2198 98 2546 0.038
27113 5 45 2 52 0.038
30100 1 24 1 26 0.038
33402 0 50 2 52 0.038
34406 78 304 15 397 0.038
38911 90 38 5 133 0.038
39005 14 11 1 26 0.038
54608 0 25 1 26 0.038
55409 28 248 11 287 0.038
11002 2 76 3 81 0.037
13607 126 417 21 564 0.037
14913 11 15 1 27 0.037
22507 0 26 1 27 0.037
27502 27 474 19 520 0.037
29806 0 26 1 27 0.037
30408 1 25 1 27 0.037
39305 2 102 4 108 0.037
43702 49 264 12 325 0.037
48315 2 129 5 136 0.037
50213 1 25 1 27 0.037
51514 21 267 11 299 0.037
11100 2 25 1 28 0.036
14701 4 103 4 111 0.036
18400 10 207 8 225 0.036
20010 73 273 13 359 0.036
20710 8 19 1 28 0.036
21011 1 53 2 56 0.036
21315 15 199 8 222 0.036
22610 30 720 28 778 0.036
24814 0 54 2 56 0.036
31811 2 105 4 111 0.036
41700 11 43 2 56 0.036
43311 4 267 10 281 0.036
13311 23 141 6 170 0.035
18812 16 93 4 113 0.035
25310 16 121 5 142 0.035
25401 33 131 6 170 0.035
29904 29 189 8 226 0.035
37302 26 138 6 170 0.035
49411 1 82 3 86 0.035
51907 25 85 4 114 0.035
17914 24 257 10 291 0.034
20008 1 27 1 29 0.034
22104 1 56 2 59 0.034
29308 34 393 15 442 0.034
29914 34 50 3 87 0.034
34607 0 57 2 59 0.034
36314 4 80 3 87 0.034
37206 1 27 1 29 0.034
40113 2 26 1 29 0.034
58613 58 903 34 995 0.034
58904 0 56 2 58 0.034
59003 13 71 3 87 0.034
59204 1 27 1 29 0.034
59810 19 206 8 233 0.034
10111 11 77 3 91 0.033
11402 0 118 4 122 0.033
13008 0 29 1 30 0.033
16404 20 853 30 903 0.033
23101 4 25 1 30 0.033
23512 8 81 3 92 0.033
26807 42 76 4 122 0.033
30508 13 45 2 60 0.033
35303 3 837 29 869 0.033
38105 1 117 4 122 0.033
41905 19 453 16 488 0.033
45014 0 29 1 30 0.033
46211 75 301 13 389 0.033
48114 4 25 1 30 0.033
51009 5 113 4 122 0.033
58011 116 1365 50 1531 0.033
59315 1 28 1 30 0.033
18815 140 1200 44 1384 0.032
19409 60 149 7 216 0.032
24208 5 55 2 62 0.032
25101 3 27 1 31 0.032
27602 16 14 1 31 0.032
30015 0 30 1 31 0.032
31505 1 390 13 404 0.032
32212 8 545 18 571 0.032
43607 3 117 4 124 0.032
44614 0 30 1 31 0.032
45009 42 290 11 343 0.032
48614 4 116 4 124 0.032
49906 93 87 6 186 0.032
51906 72 558 21 651 0.032
52709 0 30 1 31 0.032
53605 19 41 2 62 0.032
54102 0 783 26 809 0.032
58009 8 22 1 31 0.032
59605 19 164 6 189 0.032
12312 13 49 2 64 0.031
14213 4 27 1 32 0.031
15115 121 220 11 352 0.031
19506 0 31 1 32 0.031
19914 18 234 8 260 0.031
23213 48 509 18 575 0.031
26814 91 280 12 383 0.031
30703 54 258 10 322 0.031
30901 0 31 1 32 0.031
39709 3 527 17 547 0.031
39712 5 26 1 32 0.031
43402 1 30 1 32 0.031
49510 12 50 2 64 0.031
50903 42 207 8 257 0.031
51403 0 31 1 32 0.031
52415 32 773 26 831 0.031
53301 0 378 12 390 0.031
53509 1 61 2 64 0.031
53905 0 31 1 32 0.031
58709 3 154 5 162 0.031
59609 12 686 22 720 0.031
18003 0 130 4 134 0.03
20608 1 63 2 66 0.03
25403 19 241 8 268 0.03
26508 12 53 2 67 0.03
28705 2 30 1 33 0.03
30514 20 141 5 166 0.03
31001 6 58 2 66 0.03
31604 5 27 1 33 0.03
37606 4 28 1 33 0.03
40709 12 85 3 100 0.03
48311 3 29 1 33 0.03
48409 1 31 1 33 0.03
49108 3 193 6 202 0.03
55415 2 126 4 132 0.03
57307 1 31 1 33 0.03
59108 0 32 1 33 0.03
10304 3 30 1 34 0.029
10911 9 226 7 242 0.029
11107 2 31 1 34 0.029
15312 1 33 1 35 0.029
16307 70 430 15 515 0.029
18807 2 65 2 69 0.029
21311 4 29 1 34 0.029
22515 1 32 1 34 0.029
24902 5 29 1 35 0.029
26506 0 68 2 70 0.029
27213 2 32 1 35 0.029
33715 12 188 6 206 0.029
36203 19 48 2 69 0.029
40510 123 1885 61 2069 0.029
41000 0 33 1 34 0.029
42209 4 30 1 35 0.029
42608 7 27 1 35 0.029
47605 1 32 1 34 0.029
48104 0 34 1 35 0.029
48803 4 62 2 68 0.029
50310 23 212 7 242 0.029
55013 191 1669 55 1915 0.029
56715 2 31 1 34 0.029
56912 5 28 1 34 0.029
12715 5 30 1 36 0.028
16403 4 31 1 36 0.028
18901 5 64 2 71 0.028
21302 3 239 7 249 0.028
24803 9 26 1 36 0.028
26811 0 69 2 71 0.028
32205 5 136 4 145 0.028
32214 184 377 16 577 0.028
39604 4 31 1 36 0.028
40206 9 132 4 145 0.028
43811 0 104 3 107 0.028
46714 0 137 4 141 0.028
48910 20 151 5 176 0.028
49301 74 480 16 570 0.028
55206 1 69 2 72 0.028
57909 3 32 1 36 0.028
59004 1 68 2 71 0.028
10102 5 66 2 73 0.027
11009 0 73 2 75 0.027
11302 28 189 6 223 0.027
11813 10 63 2 75 0.027
12500 0 71 2 73 0.027
15311 0 73 2 75 0.027
17100 3 252 7 262 0.027
18405 2 70 2 74 0.027
27500 70 150 6 226 0.027
27601 22 783 22 827 0.027
29006 4 32 1 37 0.027
29310 20 123 4 147 0.027
30902 27 221 7 255 0.027
34213 253 1345 44 1642 0.027
34815 24 84 3 111 0.027
39211 76 67 4 147 0.027
47006 5 66 2 73 0.027
49306 10 62 2 74 0.027
49501 50 421 13 484 0.027
53510 24 118 4 146 0.027
56205 0 72 2 74 0.027
57310 4 106 3 113 0.027
17205 6 31 1 38 0.026
20807 6 68 2 76 0.026
22400 6 32 1 39 0.026
27905 56 249 8 313 0.026
28800 0 37 1 38 0.026
29108 5 145 4 154 0.026
34412 0 37 1 38 0.026
36006 3 111 3 117 0.026
37100 27 47 2 76 0.026
37211 9 29 1 39 0.026
37500 1 37 1 39 0.026
38803 9 29 1 39 0.026
42214 43 183 6 232 0.026
46610 29 121 4 154 0.026
13003 0 695 18 713 0.025
15705 60 134 5 199 0.025
16209 1 76 2 79 0.025
17010 4 74 2 80 0.025
17800 5 34 1 40 0.025
18907 3722 35567 994 40283 0.025
23304 16 458 12 486 0.025
24206 5 34 1 40 0.025
24414 7 32 1 40 0.025
26210 11 145 4 160 0.025
26504 5 34 1 40 0.025
29606 91 414 13 518 0.025
37314 5 228 6 239 0.025
37400 4 113 3 120 0.025
41009 1 38 1 40 0.025
41207 145 1013 30 1188 0.025
44605 0 78 2 80 0.025
44906 0 39 1 40 0.025
48005 10 184 5 199 0.025
50602 1 156 4 161 0.025
57906 43 500 14 557 0.025
10414 21 228 6 255 0.024
11505 0 40 1 41 0.024
14305 2232 28000 730 30962 0.024
18113 10 230 6 246 0.024
25802 1 39 1 41 0.024
28403 5 36 1 42 0.024
30908 14 148 4 166 0.024
30915 1 40 1 42 0.024
31211 0 41 1 42 0.024
34000 2 38 1 41 0.024
39306 0 41 1 42 0.024
40215 14 107 3 124 0.024
49308 0 41 1 42 0.024
50514 133 1799 47 1979 0.024
53513 23 59 2 84 0.024
53614 44 288 8 340 0.024
55212 5 118 3 126 0.024
55500 4 117 3 124 0.024
57507 3 79 2 84 0.024
57805 5 75 2 82 0.024
58211 2 39 1 42 0.024
59102 1 40 1 42 0.024
14613 3 83 2 88 0.023
14809 7 78 2 87 0.023
14910 195 305 12 512 0.023
18104 0 43 1 44 0.023
20806 23 62 2 87 0.023
24508 1 42 1 44 0.023
31808 0 43 1 44 0.023
32513 7 35 1 43 0.023
33405 10 115 3 128 0.023
37505 1 42 1 44 0.023
37709 10 33 1 44 0.023
40302 2 41 1 44 0.023
41006 24 319 8 351 0.023
44912 0 84 2 86 0.023
45201 18 153 4 175 0.023
48901 5 125 3 133 0.023
48907 0 42 1 43 0.023
49801 0 43 1 44 0.023
51101 0 167 4 171 0.023
51601 62 240 7 309 0.023
54801 0 42 1 43 0.023
58604 26 226 6 258 0.023
10708 1 176 4 181 0.022
12102 3 42 1 46 0.022
13400 2 132 3 137 0.022
17903 1 177 4 182 0.022
18111 34 190 5 229 0.022
19600 6 38 1 45 0.022
20100 0 44 1 45 0.022
24612 0 88 2 90 0.022
25006 0 44 1 45 0.022
25607 59 440 11 510 0.022
37005 44 938 22 1004 0.022
38310 24 293 7 324 0.022
43011 3 220 5 228 0.022
44811 0 88 2 90 0.022
49202 10 81 2 93 0.022
52103 1 173 4 178 0.022
52505 2 42 1 45 0.022
55608 3 42 1 46 0.022
56400 2 42 1 45 0.022
59802 1 44 1 46 0.022
12310 26 67 2 95 0.021
16901 20 1274 28 1322 0.021
17510 4 43 1 48 0.021
21014 0 46 1 47 0.021
22601 29 431 10 470 0.021
24014 68 772 18 858 0.021
30300 22 674 15 711 0.021
32907 48 277 7 332 0.021
37507 11 130 3 144 0.021
40514 54 554 13 621 0.021
46310 21 26 1 48 0.021
52601 2 44 1 47 0.021
55812 11 459 10 480 0.021
59313 2 45 1 48 0.021
11702 24 74 2 100 0.02
12002 2 47 1 50 0.02
12711 0 50 1 51 0.02
15207 1 47 1 49 0.02
16502 20 273 6 299 0.02
16712 1 95 2 98 0.02
17102 1 49 1 51 0.02
21214 1 48 1 50 0.02
22005 14 481 10 505 0.02
22110 7 284 6 297 0.02
24909 8 41 1 50 0.02
25313 26 24 1 51 0.02
26613 1 47 1 49 0.02
34313 19 30 1 50 0.02
37711 2 286 6 294 0.02
41405 0 50 1 51 0.02
45611 1 49 1 51 0.02
46904 1 49 1 51 0.02
47701 3 45 1 49 0.02
49210 14 680 14 708 0.02
49800 25 371 8 404 0.02
49901 16 281 6 303 0.02
53706 16 82 2 100 0.02
54407 1 48 1 50 0.02
56608 6 94 2 102 0.02
56705 13 135 3 151 0.02
56706 13 36 1 50 0.02
57311 2 48 1 51 0.02
58601 7 89 2 98 0.02
11914 0 53 1 54 0.019
12415 2 49 1 52 0.019
13902 0 104 2 106 0.019
15814 0 156 3 159 0.019
16701 126 132 5 263 0.019
17813 0 52 1 53 0.019
19513 0 52 1 53 0.019
19606 0 735 14 749 0.019
19801 14 140 3 157 0.019
22908 36 905 18 959 0.019
24415 21 81 2 104 0.019
28602 0 52 1 53 0.019
28810 4 48 1 53 0.019
28815 7 99 2 108 0.019
30105 12 509 10 531 0.019
37112 28 442 9 479 0.019
37602 8 143 3 154 0.019
38112 68 296 7 371 0.019
45408 1 51 1 53 0.019
46303 1 50 1 52 0.019
48507 2 51 1 54 0.019
50103 4 150 3 157 0.019
51505 0 51 1 52 0.019
51803 0 103 2 105 0.019
54706 19 438 9 466 0.019
55413 0 51 1 52 0.019
55614 2 50 1 53 0.019
55805 0 102 2 104 0.019
55815 36 584 12 632 0.019
10807 3 109 2 114 0.018
10913 7 103 2 112 0.018
13507 31 131 3 165 0.018
15408 0 55 1 56 0.018
17206 48 62 2 112 0.018
19601 0 55 1 56 0.018
19607 5 50 1 56 0.018
21703 23 84 2 109 0.018
22209 53 497 10 560 0.018
24704 0 55 1 56 0.018
25114 1 53 1 55 0.018
27801 0 56 1 57 0.018
27907 4 51 1 56 0.018
28506 10 97 2 109 0.018
31303 30 687 13 730 0.018
32411 0 56 1 57 0.018
37111 0 216 4 220 0.018
37510 19 247 5 271 0.018
38712 22 370 7 399 0.018
38714 17 38 1 56 0.018
39810 5 51 1 57 0.018
41704 1 55 1 57 0.018
45614 9 98 2 109 0.018
50211 87 779 16 882 0.018
51808 25 137 3 165 0.018
52114 3 105 2 110 0.018
53913 0 56 1 57 0.018
55106 54 280 6 340 0.018
55714 7 105 2 114 0.018
58902 3 52 1 56 0.018
59811 1 109 2 112 0.018
11507 0 113 2 115 0.017
12114 0 57 1 58 0.017
14812 19 266 5 290 0.017
21605 5 53 1 59 0.017
21815 1 56 1 58 0.017
23815 2 57 1 60 0.017
29112 4 53 1 58 0.017
29915 1 58 1 60 0.017
31002 14 45 1 60 0.017
31403 1 56 1 58 0.017
35612 4 55 1 60 0.017
36412 9 104 2 115 0.017
37001 3 113 2 118 0.017
37315 1 113 2 116 0.017
37511 0 117 2 119 0.017
37815 748 3350 69 4167 0.017
40913 3 56 1 60 0.017
42004 13 279 5 297 0.017
42009 62 223 5 290 0.017
42208 3 54 1 58 0.017
43215 15 459 8 482 0.017
45302 1 58 1 60 0.017
45712 43 294 6 343 0.017
46308 3 54 1 58 0.017
